MutationType	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Ins:T:1	1	7	4	1	3	2	3	1	2	4	1	0	0	4	3	1	2	0	0	3	11	0	1	0	4	0	5	1	18	19	1	1	0	2	2	0	0	5	0	0	4	0	4	4	5	1	3	3	0	8	0	0	0	0	0	4	6	2	10	3	2	0	1	0	4	0	10	1	5	0	0	4	4	6	3	1	0	1	5	1	9	8	2	1	0	8	0	14	5	8	4	5	1	5	1	4	2	1	2	4
1:Ins:T:2	1	0	0	0	0	1	0	1	0	0	2	0	0	3	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	3	1	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	3	0	0	2	1	0	5	0	1	2	0	0	1	0	0	0	1	0	0	4	0	1	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0
1:Ins:T:3	0	6	3	2	2	1	2	1	3	7	0	0	0	1	6	0	0	0	0	0	3	1	1	0	2	0	0	0	4	3	0	2	1	1	2	0	0	2	0	0	1	7	0	2	0	0	0	0	1	1	4	2	1	0	0	0	0	0	8	0	1	4	1	0	0	0	0	0	3	2	1	3	0	6	1	1	1	0	8	4	5	10	2	0	1	1	0	2	1	0	3	7	0	1	0	2	0	0	0	2
1:Ins:T:4	0	1	2	0	0	2	0	2	0	1	0	0	0	0	4	2	0	0	0	0	1	1	0	1	2	4	4	0	0	0	1	2	0	3	2	3	1	0	0	0	1	10	0	1	0	0	0	0	0	0	2	1	1	0	2	0	1	0	10	1	0	11	2	0	1	0	2	1	2	0	1	0	1	4	1	0	4	1	1	2	0	12	0	13	0	0	1	0	1	0	1	1	0	0	0	0	0	3	2	1
1:Ins:T:5	22	14	35	10	28	8	2	30	12	3	0	35	5	1	135	26	8	12	50	5	0	1	136	38	138	3	161	39	1	3	25	89	2	29	217	152	10	3	7	13	86	498	6	93	3	15	24	0	2	2	66	54	1	6	115	1	39	13	402	60	2	147	68	54	29	23	0	67	10	0	41	160	25	134	23	78	18	25	155	86	31	202	3	307	6	2	70	3	63	10	38	33	15	5	15	19	5	49	23	9
2:Del:R:0	0	4	0	1	2	5	0	1	1	1	0	0	2	8	1	1	4	0	0	3	0	5	0	0	1	0	0	0	1	0	0	0	0	0	2	2	3	0	0	0	0	0	4	2	1	2	0	1	2	2	0	0	0	0	3	0	1	0	0	0	0	1	4	0	1	0	4	2	4	0	4	1	0	0	5	0	5	1	2	0	1	1	1	1	0	1	2	1	0	4	0	0	0	3	0	0	1	1	0	2
2:Del:R:1	2	1	2	3	1	1	2	0	3	2	2	0	1	2	1	0	3	0	0	0	0	0	1	0	0	0	0	0	3	2	0	1	0	5	2	0	0	0	0	2	2	0	5	1	4	4	0	0	0	1	2	0	2	1	0	1	2	2	2	0	0	6	0	1	3	2	1	1	4	0	0	0	1	0	1	1	3	1	2	5	0	4	3	1	0	0	1	0	0	2	1	0	1	3	0	0	3	0	1	0
2:Del:R:2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3:Del:R:0	1	4	0	1	3	2	5	0	3	17	1	0	0	1	6	1	4	1	3	0	8	2	2	0	5	0	3	2	17	11	1	4	4	2	2	1	0	3	0	1	1	2	4	11	1	1	1	0	1	4	1	1	1	3	0	2	1	1	8	6	1	0	2	0	2	1	4	1	7	8	1	2	2	24	0	1	1	0	8	6	0	38	3	0	1	8	2	12	8	1	2	12	1	13	7	6	0	3	0	6
3:Del:R:1	2	1	0	1	2	0	1	0	0	1	0	0	1	3	0	0	2	0	0	0	2	1	1	0	1	0	3	0	0	1	1	0	0	0	0	1	0	0	0	0	1	2	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	2	1	6	1	2	0	0	1	2	0	1	3	0	1	1	0	1	0	0	2	2	0	0	2	2	0	0	0	0	2	2	0	0	2	1	0	0	0	0	3
3:Del:R:2	0	1	0	2	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0
3:Del:R:3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	2	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
4:Del:R:1	0	0	0	1	0	1	0	1	0	0	0	1	1	5	0	0	1	0	1	3	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	2	0	1	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	2	2	0	1	0	2	1	1	0	3	1	0	2	1	0	1	0	0	4	2	0	2	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0
4:Del:R:2	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:5	1	11	9	23	4	27	0	1	7	9	24	9	0	75	12	0	6	13	6	1	0	16	10	8	2	7	1	2	2	0	0	17	16	1	9	8	12	0	3	18	16	15	43	24	8	59	10	0	2	15	14	0	21	11	1	21	7	2	9	0	0	132	1	2	2	71	2	6	87	2	55	1	2	0	6	1	30	0	6	8	0	0	1	10	1	2	5	2	13	14	3	10	26	7	16	16	0	3	2	1
5:Del:R:0	1	15	20	0	10	2	1	2	1	1	6	0	0	3	10	1	7	1	2	13	12	1	2	0	3	1	0	1	2	70	5	4	7	29	17	1	0	3	0	2	1	31	12	0	6	41	0	0	9	2	3	0	22	0	0	0	21	0	8	1	4	3	6	2	10	8	2	2	16	8	1	3	1	12	1	18	8	11	19	38	8	36	22	1	9	18	0	7	9	4	11	10	8	37	2	2	15	16	17	14
5:Del:R:1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5:Del:R:2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:0	10	4	5	32	9	29	0	1	3	14	46	5	0	32	8	0	11	29	6	3	1	59	2	3	3	4	3	1	2	2	0	20	10	2	7	23	26	0	5	5	14	11	38	9	2	169	9	0	4	18	14	0	26	39	1	17	18	7	7	0	2	126	3	1	2	34	0	8	74	0	34	1	1	0	4	1	28	0	8	8	2	3	0	3	6	3	10	0	9	20	1	3	15	11	30	22	0	4	0	0
2:Ins:R:1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	3	1	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
2:Ins:R:2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2:Ins:R:3	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:4	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:5	1	2	1	2	1	0	7	2	1	10	0	2	1	2	7	0	1	0	1	1	1	0	2	0	1	1	11	1	0	5	0	1	2	5	1	1	0	0	1	1	5	6	0	5	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0	5	4	8	1	1	0	0	0	2	1	0	4	1	1	6	7	2	2	0	0	1	1	6	1	5	0	1	4	0	5	1	0	1	1	0	0	1	0	0	2	0
3:Ins:R:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
3:Ins:R:2	4	71	11	22	12	2	41	1	69	21	1	5	5	17	35	16	25	13	0	3	92	5	50	11	47	0	10	7	171	190	25	20	76	15	44	3	1	24	3	15	15	0	104	124	46	5	6	5	3	33	11	2	5	8	0	3	31	59	99	28	24	41	0	2	7	6	18	26	18	34	0	4	145	61	3	13	12	3	62	98	13	165	65	1	0	140	24	139	86	6	56	111	0	43	34	92	0	9	12	26
3:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:5	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4:Ins:R:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Ins:R:1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4:Ins:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
