Mutation	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:T:4	2	0	12	4	31	28	5	15	3	3	4	0	13	4	4	4	12	0	2	6	14	23	4	8	40	5	28	24	5	2	50	3	7	11	4	1	0	5	20	1	0	24	1	6	1	3	1	7	5	16	4	7	9	13	4	7	2	4	4	10	4	12	4	1	2	11	4	23	5	3	9	1	4	8	15	1	24	1	1	19	7	1	13	1	1	7	3	9	11	4	2	2	4	4	1	4	2	1	16	2
1:Del:T:5	8	4	9	34	4	7	31	20	16	27	17	14	85	44	5	20	10	1	4	34	68	205	2	247	8	61	101	1	27	194	173	55	26	1	34	1	0	12	2	32	1	82	0	12	2	6	4	15	43	32	7	3	7	98	6	4	2	24	14	59	32	38	11	3	37	91	0	8	39	0	154	4	20	8	105	3	45	1	8	227	32	86	356	15	9	22	14	10	34	5	9	18	17	44	4	26	27	3	105	10
1:Ins:C:0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:Ins:C:1	37	0	29	11	0	0	10	27	0	17	1	20	0	37	33	0	188	5	212	11	19	185	6	0	220	52	41	28	139	7	24	36	7	107	7	39	13	13	413	3	72	9	97	78	6	47	50	65	18	24	0	82	18	13	8	3	55	23	11	67	46	2	8	59	1	61	0	7	133	2	199	12	2	237	79	0	23	71	5	0	13	205	78	9	33	2	6	22	15	244	117	13	0	38	8	17	228	13	27	415
1:Ins:C:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:Ins:C:3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:Ins:C:4	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	4	0	2	0	1	1	0	3	3	0	0	0	0	1	1	1	5	0	0	0	1	2	0	1	0	3	0	2	1	2	0	2	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	5	0	4	0	0	0	1	0	0	0	2	0	0	3	0	2	0	1	2	1
1:Ins:C:5	0	0	2	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	3	5	1	9	11	0	0	5	1	1	1	9	1	2	1	0	0	0	0	2	1	0	6	0	0	2	2	3	8	4	1	0	1	3	10	0	1	3	0	1	2	0	10	2	3	0	2	2	1	0	0	3	1	3	3	4	0	2	1	4	6	0	1	1	1	3	1	0	1	1	0	0	0	2	2	4	0	0	0	7	1
1:Ins:T:0	2	0	1	0	2	3	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	4	0	1	3	0	4	4	1	0	6	0	0	3	0	0	0	1	2	0	0	10	1	0	2	0	0	2	0	2	0	1	0	1	1	0	0	0	1	2	1	4	0	1	0	1	6	2	1	0	1	1	2	1	3	0	2	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0
1:Ins:T:1	0	0	1	0	2	1	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	1	2	1	0	1	3	0	0	2	0	0	0	0	0	0	0	3	0	2	0	0	0	3	2	3	1	0	0	0	0	3	0	3	0	1	0	0	0	0	0	1	2	0	1	0	0	2	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
1:Ins:T:2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:Ins:T:3	0	0	0	0	2	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	3	0	0	3	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	2	3	0	1	0	1	1	1	0	3	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0
1:Ins:T:4	0	0	0	0	3	1	1	0	3	0	0	0	0	1	0	2	2	0	0	0	8	0	5	3	0	1	1	3	1	2	7	1	0	4	0	0	2	0	4	1	0	2	0	0	1	1	2	3	1	1	0	1	0	3	0	3	0	0	1	0	0	9	0	3	2	0	0	0	0	0	0	0	2	3	6	0	0	0	3	3	0	1	1	0	1	0	1	0	1	0	0	1	0	2	0	0	1	0	12	0
1:Ins:T:5	3	2	177	5	20	26	3	1	28	28	7	6	31	14	17	34	45	0	13	25	141	43	163	109	2	6	53	369	10	62	186	16	2	101	10	12	32	1	91	5	22	96	2	0	85	7	44	160	25	28	22	29	45	91	1	53	40	58	56	7	39	249	16	53	89	12	37	34	38	10	19	60	119	111	147	0	11	22	89	16	26	24	5	51	38	3	3	0	27	0	54	133	28	69	57	10	0	34	279	23
2:Del:R:0	1	1	1	0	1	2	0	3	0	0	1	4	2	0	0	0	2	1	2	0	2	3	0	3	5	3	0	1	0	2	2	2	0	0	1	0	0	2	1	2	0	5	0	0	0	0	1	3	0	0	0	1	2	0	1	5	0	1	1	2	4	0	0	0	0	0	0	11	1	0	3	0	2	1	3	0	1	0	0	0	4	0	2	0	0	0	1	2	2	0	0	0	0	0	0	0	0	1	0	0
2:Del:R:1	0	0	1	0	1	1	0	2	1	0	0	1	3	0	1	0	1	0	1	1	1	1	1	1	2	0	2	2	0	1	1	0	0	0	1	0	0	1	0	2	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	1	2	6	3	2	0	0	0	1	3	1	3	0	2	1	2	3	1	0	0	0	0	0	1	0	4	1	2	1	1	0	0	0	2	0	0	0	1	0	3	0	0	2
2:Del:R:2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2:Del:R:3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Del:R:5	3	0	1	0	0	0	1	1	0	1	0	2	0	0	0	0	8	0	11	2	1	5	0	0	5	1	0	1	2	0	0	0	0	2	0	2	0	0	5	0	1	1	1	6	0	3	0	2	1	2	0	7	0	1	0	0	4	1	0	0	0	1	1	1	0	2	0	1	4	0	5	0	0	4	0	0	3	0	0	0	0	7	0	0	2	0	4	0	0	6	4	1	0	1	0	0	4	0	2	10
3:Del:R:0	0	2	1	0	1	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	2	0	2	2	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	3	0	0	0	0	1	0	1	0	2	0	1	0	0	1	2	2	0	1	0	1	1	2	0	1	1	0	0	1	0	0	0	1	0	0	0	1	2	0	0	1	1	0	0	0	1	0	2	0	0
3:Del:R:1	0	1	2	0	1	1	0	2	2	0	0	1	2	0	0	0	2	0	0	0	1	3	2	0	2	0	3	1	0	0	1	1	1	1	3	0	0	1	1	0	0	3	0	0	1	1	0	1	2	0	0	1	0	1	0	0	0	1	0	3	0	1	1	0	1	1	3	0	1	0	2	0	2	1	4	0	0	0	0	1	0	2	2	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	2	0
3:Del:R:2	0	0	2	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	2	0	1	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3:Del:R:3	23	9	7	3	20	0	0	40	22	14	2	97	1	8	0	1	28	8	22	3	81	0	4	32	10	182	0	0	15	2	0	3	78	76	16	6	2	413	52	104	0	0	2	11	178	124	53	1	18	0	75	59	31	8	3	212	4	72	38	13	44	31	10	3	1	3	150	20	5	1	12	20	42	9	3	1	12	41	1	7	102	4	0	3	23	5	25	18	1	12	198	11	12	96	3	169	0	41	0	0
3:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	3	0	0	2	0	1	1	0	3	0	0	2	0	1	3	0	0	1	0	0	0	0	1	0	0	6	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	2	0	0	1	0	0	2	2	0	1	0	0	1	0	0	2	0	0	0	1	0	3	0	1	0	0	0	0	0	4	0	1	2
4:Del:R:2	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	4	1	2	2	0	0	4	0	1	0	4	0	1	1	0	0	0	0	0	0	4	0	1	1	2	2	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	3	1	0	0	0	0	1	0	1	0	0	3	0	0	4	0	0	2	0	0	0	0	6	2	0	1	0	1	0	1	8	3	0	0	0	0	0	4	0	0	6
4:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:0	1	25	3	0	11	0	14	12	33	2	3	10	4	0	4	3	0	7	6	11	1	18	1	7	16	0	1	7	5	70	2	1	8	12	4	0	2	1	11	32	0	10	1	0	60	4	3	11	2	2	2	0	0	0	1	30	1	19	0	37	19	15	0	18	8	50	15	3	13	1	13	25	36	11	2	5	0	0	4	0	0	0	49	30	11	1	2	8	9	2	3	0	6	0	3	8	9	2	0	22
5:Del:R:1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	3	0	0	2	1	0	0	0	4	3	3	0	1	0	1	2	2	0	0	0	0	5	0	1	1	0	2	0	1	2	1	2	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	2	8	0	3	0	0	1	0	0	0	0	3	0	0	6	0	1	1	1	0	0
5:Del:R:2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
5:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
2:Ins:R:2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	3	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
2:Ins:R:5	0	0	4	0	0	0	0	1	1	1	0	0	0	1	0	0	4	0	0	2	6	2	0	4	0	1	3	6	0	1	9	1	1	0	1	0	0	0	7	2	1	4	0	0	5	0	0	2	3	7	2	1	4	2	0	1	0	1	3	2	8	8	0	0	3	4	0	0	1	0	4	0	4	2	2	0	0	0	4	7	1	1	3	2	3	1	1	0	0	0	0	5	0	1	0	2	1	1	8	0
3:Ins:R:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
4:Ins:R:0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Ins:R:1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
4:Ins:R:2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
