Mutation	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:T:4	7	9	21	29	8	69	2	15	3	16	3	23	11	5	12	1	2	6	9	6	8	10	1	22	13	4	1	2	2	2	2	10	3	4	1	2	1	13	2	16	10	1	5	6	7	8	3	4	3	8	2	2	16	5	19	6	5	18	6	5	2	9	2	5	3	1	8	13	5	11	16	1	4	27	2	32	0	1	7	7	3	10	10	3	6	12	3	2	5	2	0	1	6	8	8	5	4	7	4	20
1:Del:T:5	27	134	1	67	29	132	1	178	17	25	57	182	5	30	29	0	10	42	63	10	5	0	10	37	56	37	44	0	5	33	4	3	1	24	19	8	3	201	78	1	165	22	82	0	23	125	31	10	4	166	0	4	29	16	66	142	13	117	95	3	1	36	33	8	53	5	57	187	99	102	4	2	0	21	0	242	10	4	1	20	0	47	11	27	88	11	37	2	44	19	45	14	0	42	61	4	25	13	4	2
1:Ins:C:0	0	1	0	0	0	0	2	0	1	1	0	2	3	1	0	0	1	6	6	0	1	1	1	5	7	12	0	0	0	3	1	2	3	1	2	4	1	7	0	3	1	1	1	3	2	0	0	2	4	0	0	0	0	0	2	0	1	3	0	4	1	2	0	12	1	2	1	1	0	3	0	0	0	5	3	10	1	0	4	2	4	2	0	11	6	0	0	0	0	0	1	0	0	3	2	1	2	0	0	2
1:Ins:C:1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
1:Ins:C:2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1:Ins:C:3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
1:Ins:C:4	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	3	0	0
1:Ins:C:5	4	1	1	2	1	3	0	3	0	0	1	0	11	3	2	7	4	0	1	3	1	0	5	5	1	0	0	0	1	4	3	6	0	1	1	0	0	3	0	5	4	0	2	0	5	0	2	0	1	3	0	0	1	0	1	1	0	3	8	0	7	0	4	11	2	0	5	4	4	5	0	1	0	6	0	3	0	1	2	8	1	0	1	0	1	1	1	2	5	4	1	1	1	8	4	4	7	4	0	5
1:Ins:T:0	0	0	4	1	0	7	0	1	0	0	0	2	0	2	0	2	6	1	0	0	0	4	0	4	4	1	1	0	1	0	0	0	2	1	1	0	0	1	0	2	0	0	2	0	2	1	0	0	1	0	1	0	2	3	3	0	0	6	0	1	0	2	0	0	0	0	0	2	0	2	2	0	0	2	0	2	0	1	2	2	1	0	1	0	3	1	1	1	1	1	2	0	1	3	0	2	0	3	0	1
1:Ins:T:1	1	1	2	1	1	7	0	1	0	1	0	4	0	0	1	0	3	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	0	1	0	3	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	6	1	0	8	1	1	0	0	2	0	0	0	0	0	0	0	4	0	0	2	0	2	0	1	0	1	0	0	2	0	0	3	2	0	1	2	2	0	1	2	0	1	1	1	1	2
1:Ins:T:2	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1
1:Ins:T:3	0	1	2	1	1	1	0	0	0	1	0	0	2	0	0	1	1	0	0	1	0	0	1	1	3	1	0	0	1	0	2	0	0	0	3	0	0	2	0	1	0	0	2	0	2	1	0	0	1	0	0	0	0	0	1	0	0	3	2	0	3	0	2	3	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	2	0	1	1	2	0	1
1:Ins:T:4	1	1	4	1	1	5	0	1	1	2	2	1	5	2	1	7	2	1	0	1	0	0	3	5	3	0	0	1	2	9	2	3	0	0	0	1	1	3	0	7	1	0	1	0	1	0	3	0	1	5	0	0	0	1	0	1	0	0	4	1	6	0	7	2	5	1	0	3	1	1	1	0	0	2	0	4	0	1	0	10	5	2	0	0	0	1	3	0	0	3	0	3	1	6	0	1	2	4	0	7
1:Ins:T:5	131	30	143	29	5	226	11	30	44	42	24	4	356	120	4	181	75	13	1	157	14	8	122	125	29	4	0	19	159	177	27	48	13	2	125	12	2	125	1	140	6	4	56	2	82	0	32	7	93	47	8	0	4	3	41	0	32	6	212	8	316	8	177	265	120	6	10	78	28	50	23	64	44	84	34	8	5	28	77	239	117	3	38	0	4	41	113	90	71	171	7	33	49	226	9	83	157	174	1	262
2:Del:R:0	2	0	1	7	2	10	1	1	1	0	0	4	6	6	4	10	1	2	4	8	1	1	3	3	2	0	3	2	2	3	4	7	1	1	1	1	1	1	0	2	1	0	1	2	5	1	10	0	0	1	5	4	7	1	1	0	2	4	0	1	0	2	4	1	1	9	0	5	0	1	2	1	2	5	0	6	10	2	1	1	0	0	1	0	3	2	6	3	1	6	0	8	5	3	1	1	2	1	4	0
2:Del:R:1	2	0	0	1	0	4	2	3	0	1	1	3	0	1	2	0	1	4	1	0	0	0	0	6	2	1	0	0	1	2	2	0	0	2	1	5	0	1	1	5	0	0	4	1	2	1	0	3	0	1	0	0	1	0	2	0	0	5	4	3	0	0	2	2	1	0	0	1	0	2	3	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	2	1	0	2	4	0	0	2	0	1	0	1	1	0
2:Del:R:2	0	1	1	0	0	0	0	1	1	0	1	1	1	0	1	2	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0
2:Del:R:3	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
2:Del:R:5	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	2	0	1	1	0	0	0	4	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	2	2	1	1	0	0	0	1	3	1	0	0	0	0	1	1	0	0	1	1	0	2	1	2	0
3:Del:R:0	1	0	0	0	0	2	1	0	0	1	0	3	1	0	2	0	2	6	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	3	0	0	1	1	0	1	0	1	0	5	1	0	0	0	0	0	1	0	0	1	1	3	0	0	2	2	0	0	1	2	0	0	5	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	3	0	3	4	1	0	0	1	0	2	0	1	0	1
3:Del:R:1	2	0	2	1	1	1	0	2	0	0	1	1	1	0	1	1	1	2	1	2	0	1	1	4	0	0	0	0	1	1	1	0	2	0	1	2	0	5	1	2	2	0	2	0	0	2	1	0	1	0	1	0	1	0	0	0	2	5	3	1	3	0	2	1	0	0	0	1	0	1	0	0	1	2	0	4	1	2	1	1	0	1	1	0	1	0	0	0	3	1	3	0	0	3	1	0	1	2	0	0
3:Del:R:2	0	1	1	1	1	3	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
3:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	2	0	1	0	1	0	0	2	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	3	0	0	3	0	0	1	0	2	0	3	1	0	0	0	2	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	1	1
4:Del:R:1	1	2	0	0	1	4	0	1	0	1	1	3	0	0	1	0	1	0	0	2	0	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	2	0	0	1	0	0	2	1	0	1	2	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	2	2
4:Del:R:2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:0	22	4	1	0	1	2	12	15	0	20	1	21	4	6	23	3	32	32	1	2	0	2	0	7	9	0	11	10	5	5	14	0	9	1	14	51	4	42	10	27	2	2	26	0	28	7	3	51	0	11	2	0	1	0	14	2	0	65	34	31	0	7	88	34	1	2	2	55	2	1	28	0	1	17	0	19	0	37	0	10	0	1	11	3	35	6	85	10	21	51	25	1	0	16	7	43	1	0	2	0
5:Del:R:1	0	0	1	0	0	2	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0
5:Del:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
5:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	1	1	2	3	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	2	1	1	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2:Ins:R:0	3	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0
2:Ins:R:1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1
2:Ins:R:2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
2:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2
2:Ins:R:4	1	1	1	0	0	0	0	2	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	2	0	1	0	0	0	3	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0
2:Ins:R:5	2	2	5	2	2	7	0	5	0	1	1	1	10	1	0	2	1	0	0	4	0	0	4	1	4	0	0	0	5	8	0	0	1	1	1	0	0	7	0	5	2	1	5	0	3	3	0	0	0	4	0	1	1	0	1	4	2	3	8	1	8	2	4	4	2	0	2	8	2	2	0	1	0	2	0	9	0	1	1	6	2	2	1	1	1	0	2	3	4	3	2	0	2	3	2	1	3	5	0	6
3:Ins:R:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3:Ins:R:1	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
3:Ins:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3:Ins:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:5	0	0	0	0	0	0	0	4	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
4:Ins:R:0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Ins:R:1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	2	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4:Ins:R:2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
