Mutation	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Del:T:4	13	11	10	5	1	1	2	15	28	1	0	7	10	8	22	1	0	3	6	8	2	0	16	3	9	3	9	1	1	22	6	8	4	3	16	0	5	13	7	30	1	0	26	11	49	23	6	15	3	3	12	4	17	2	4	1	8	27	2	14	7	5	1	15	0	5	2	55	8	15	21	7	0	1	2	11	19	1	1	27	6	7	9	2	39	5	3	4	41	34	3	10	7	19	13	5	4	31	2	3
1:Del:T:5	0	29	23	28	19	8	94	0	47	4	2	64	25	83	47	0	0	10	67	2	21	2	174	26	207	2	5	45	9	87	15	110	65	87	35	13	11	158	92	8	23	3	7	102	125	4	13	93	0	40	139	1	32	4	43	22	8	258	45	33	60	76	11	214	1	24	13	351	0	102	27	112	0	23	13	0	12	4	8	4	19	151	38	61	238	83	30	36	68	55	44	113	67	124	121	6	52	258	42	43
1:Ins:C:0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1:Ins:C:1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
1:Ins:C:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:Ins:C:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1:Ins:C:4	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	2	0	2	0	1	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	1	0	1	0	1	1	0	0
1:Ins:C:5	37	0	22	10	1	50	100	2	163	2	16	1	58	35	32	21	73	73	37	68	246	12	45	13	19	19	218	5	134	5	50	9	32	4	16	7	2	112	37	0	88	7	36	15	70	47	40	51	11	5	4	19	108	5	0	157	3	124	16	38	12	50	33	34	3	10	24	6	8	76	55	101	115	21	0	60	153	96	67	60	2	7	39	2	48	7	17	18	1	45	57	15	12	30	43	57	50	33	99	4
1:Ins:T:0	1	1	1	0	1	1	0	3	6	1	0	1	2	2	2	0	0	0	0	1	0	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	2	0	0	4	0	0	6	1	3	1	2	4	0	1	2	0	1	1	0	0	0	1	0	3	0	0	0	0	0	2	0	5	2	1	6	2	0	0	0	0	6	0	0	1	2	1	1	1	3	1	0	1	2	6	1	0	1	1	0	3	0	5	0	0
1:Ins:T:1	2	0	2	1	2	0	2	2	6	0	0	0	1	1	2	1	1	0	1	1	1	1	2	0	0	1	6	0	1	2	1	0	0	0	6	1	0	2	0	6	0	0	2	3	5	7	2	2	0	1	0	1	3	0	0	3	0	3	0	2	0	1	1	0	0	0	0	4	1	3	6	2	1	0	0	2	2	2	0	2	1	0	0	0	3	1	0	0	5	3	0	1	0	2	1	1	4	3	0	0
1:Ins:T:2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
1:Ins:T:3	0	0	0	0	0	0	0	2	0	0	1	0	2	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	2	2	1	1	0	1	0	1	0	2	0	0	0	0	3	1	1	0	0	0	1	0	1	0	2	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	2	0	0	0	1	0	0	2	0	0
1:Ins:T:4	0	0	1	0	1	2	1	0	0	1	0	0	2	4	2	1	1	0	1	1	0	0	0	2	0	3	2	2	1	0	1	0	2	0	3	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	7	0	0	0	0	4	0	1	0	1	0	0	0	2	0	2	6	1	3	0	2	4	0	1	0	1	0	0	0	0	1	2	6	0	0	0	0	2	1	1	2	2	6	0	0	3	0	0
1:Ins:T:5	11	44	5	5	60	54	29	3	44	46	18	1	10	144	147	69	133	31	10	13	8	11	10	79	29	66	17	57	20	1	27	6	30	25	113	2	40	7	43	10	5	21	87	34	13	14	16	12	59	13	101	54	157	1	2	45	7	80	1	65	32	1	10	27	0	35	0	20	316	17	8	4	0	179	9	75	12	60	1	11	87	1	76	25	102	1	4	32	38	13	38	7	83	78	152	1	12	5	0	0
2:Del:R:0	3	1	2	1	1	0	0	3	5	0	1	0	2	1	3	1	0	0	0	2	0	0	2	0	1	0	2	0	2	4	0	2	0	0	2	1	0	0	3	5	1	0	1	3	3	3	3	0	0	1	1	3	0	0	0	1	1	5	0	1	0	2	0	2	0	0	0	8	1	2	1	3	0	1	1	0	5	0	0	3	1	0	0	0	5	1	0	0	4	6	0	1	0	1	0	1	2	4	0	0
2:Del:R:1	0	0	0	0	1	1	0	2	1	0	0	2	1	0	1	0	0	0	1	1	0	0	1	0	2	1	2	0	5	2	0	4	1	0	1	2	0	1	0	1	1	1	1	1	2	0	0	2	0	1	0	1	0	1	0	1	0	4	0	1	0	0	0	3	0	1	0	3	2	2	5	0	0	0	0	1	5	1	0	2	1	1	0	1	0	0	0	1	0	3	0	4	1	0	3	1	1	1	0	0
2:Del:R:2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	2	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0
2:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
3:Del:R:0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	2	2	2	0	1	3	0	1	1	0	1	0	0	0	0	0	1	0	0	3	0	0	2	1	0	1	1	3	0	1	1	1	0	4	0	0	0	1	0	5	0	1	0	2	1	2	1	0	0	1	0	0	5	1	1	0	2	0	0	0	1	0	0	1	4	1	0	1	0	1	0	0	1	0	0	0
3:Del:R:1	2	0	1	0	0	0	0	2	0	0	0	0	1	1	4	1	2	2	0	0	1	0	3	1	2	0	1	1	1	0	0	1	0	0	2	0	0	2	0	4	1	0	1	0	3	1	0	0	3	0	4	1	4	0	0	0	0	4	0	3	0	0	0	1	0	2	0	2	1	3	2	1	0	2	0	1	0	1	0	2	1	1	0	1	0	1	0	3	2	1	0	0	0	1	0	0	0	5	1	0
3:Del:R:2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
3:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
3:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	2	3	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	2	1	0	1	0	2	1	1	0	0	2	0	0	2	0	1	0	0	1	0	0	1	0	0	2	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
4:Del:R:1	0	0	0	0	0	0	0	0	2	1	0	1	2	1	1	0	1	1	0	0	0	0	0	1	2	0	2	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	2	1	1	1	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	4	1	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	4	2	0	0	1	0	0	0	1	1	1	0	0	1	0	0
4:Del:R:2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:0	0	8	1	1	16	0	1	9	1	3	9	2	0	13	5	11	7	0	0	4	6	2	35	15	13	15	41	2	51	2	0	41	14	1	4	9	2	2	17	3	16	7	2	39	9	3	3	1	0	50	20	52	5	17	7	14	4	61	0	10	2	9	9	29	0	15	7	10	17	33	45	15	0	13	0	3	71	4	0	1	38	0	4	6	6	5	3	6	0	21	3	12	6	47	1	1	37	12	0	1
5:Del:R:1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	2	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
5:Del:R:2	6	0	6	0	0	7	8	0	25	0	3	0	6	4	1	4	6	6	5	6	25	2	5	2	3	3	32	0	13	0	13	1	6	0	1	1	0	15	6	0	6	0	3	1	8	3	4	5	0	0	0	2	17	0	0	22	1	17	2	2	0	6	4	1	1	1	4	0	0	11	3	18	21	1	0	6	14	15	6	8	0	0	2	0	5	0	1	0	0	6	10	0	0	1	6	10	9	5	13	1
5:Del:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	1	0	0
2:Ins:R:1	0	0	0	0	1	0	0	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
2:Ins:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
2:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:4	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	3	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1
2:Ins:R:5	0	0	0	0	1	2	4	0	2	2	0	2	2	2	5	1	2	1	0	0	0	0	4	2	3	2	0	3	1	0	1	2	3	3	2	0	1	1	2	1	0	1	1	4	1	0	0	1	3	1	6	3	3	0	2	2	0	6	0	3	0	1	0	6	0	2	0	2	9	0	0	2	0	5	0	0	0	1	0	0	4	2	2	1	9	0	0	3	2	2	3	3	4	7	10	0	2	7	0	0
3:Ins:R:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
3:Ins:R:1	2	1	1	5	1	0	4	0	0	1	0	0	7	1	0	0	7	1	3	2	2	1	1	0	4	6	0	4	0	1	5	1	6	1	0	4	0	1	1	0	15	15	4	0	2	3	0	7	0	1	0	16	16	4	0	0	8	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	2	0	1	0	0	0	0	2	1	16	0	0	0	5	2	1	0	7	7	1	0	4	0	0
3:Ins:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
4:Ins:R:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Ins:R:1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0
4:Ins:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
