MutationType	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1:Ins:T:3	0	0	0	1	0	1	0	2	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	4	0	1	0	0	1	2	0	0	3	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	4
1:Ins:T:4	0	2	0	2	0	1	2	3	0	0	1	0	0	0	1	0	2	0	0	2	0	0	3	1	5	1	2	2	0	2	3	0	0	0	2	0	4	0	0	3	0	0	1	0	3	0	1	3	2	0	2	2	0	0	0	0	6	0	2	1	0	0	1	0	1	1	4	7	0	1	1	0	1	3	12	1	0	1	1	8	0	2	0	0	0	0	0	0	4	4	0	1	1	2	0	1	0	2	0	1
1:Ins:T:5	17	17	27	14	34	40	184	133	33	1	20	64	72	18	25	26	10	1	88	149	9	34	24	12	162	3	107	10	7	72	110	12	1	43	43	9	70	12	33	9	10	80	3	1	58	4	42	168	60	43	86	91	6	1	38	6	91	118	38	6	3	17	201	14	49	53	35	118	33	11	9	2	0	79	340	70	3	168	155	822	7	2	14	0	1	71	19	20	50	35	0	7	42	43	3	3	2	42	30	53
2:Del:R:0	3	0	6	18	2	1	2	3	0	0	0	2	0	1	0	0	1	0	4	4	0	1	0	7	2	0	2	1	9	7	7	1	3	4	2	0	0	0	0	3	2	4	2	1	0	0	2	0	0	1	1	4	1	0	0	0	2	2	1	2	0	3	6	0	0	2	3	4	0	0	1	9	3	0	3	0	0	1	0	3	2	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	2	1	0	0
2:Del:R:1	2	0	2	2	0	1	2	2	0	0	1	2	1	1	1	2	0	1	2	3	1	0	1	0	1	2	2	3	3	2	3	1	0	2	6	0	0	1	0	0	1	4	2	3	0	0	11	2	0	1	1	1	0	0	0	0	1	0	0	4	0	1	5	2	2	1	3	2	0	0	0	1	1	0	2	0	0	1	0	4	1	0	1	0	0	0	0	0	2	3	1	0	0	5	0	0	0	0	3	2
2:Del:R:2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	2	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	2	0
2:Del:R:3	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2:Del:R:4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Del:R:0	1	0	2	4	0	0	1	1	2	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	1	0	5	0	1	5	2	3	1	0	4	0	1	1	0	1	4	5	1	1	0	0	6	4	0	0	3	2	0	3	2	0	0	1	1	3	1	2	4	1	1	0	1	2	0	0	2	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2
3:Del:R:1	3	7	0	12	5	8	6	10	6	0	6	4	9	0	6	1	9	2	3	5	1	12	0	2	1	5	0	3	9	1	1	0	14	12	15	1	1	32	0	1	3	14	5	13	3	2	1	2	1	2	15	13	6	1	1	0	0	12	6	4	5	31	10	2	5	1	10	0	0	6	0	20	21	1	1	0	2	4	5	3	7	0	2	1	1	1	1	0	5	3	10	2	0	1	40	0	28	3	4	1
3:Del:R:2	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	1	0	2	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0
3:Del:R:3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:0	0	0	0	0	0	0	1	7	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	2	0	2	2	1	1	1	1	1	4	0	0	0	0	0	1	4	0	1	0	1	2	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
4:Del:R:1	3	1	1	1	2	0	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	3	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	2	1	0	3	1	0	0	0	0	0	0	2	2	1	2	0	0	4	0	1	0	1	0	1	0	2	0	1	1	1	1	1	3	1	1	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1
4:Del:R:2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Del:R:5	106	14	40	112	44	36	21	81	23	0	9	3	19	0	45	4	59	14	22	28	3	71	0	1	2	78	0	16	108	5	1	0	78	38	105	10	1	175	0	0	15	84	8	92	24	6	30	1	0	30	43	45	43	0	10	0	9	84	35	36	69	315	0	0	41	10	42	7	0	82	2	137	87	8	8	0	26	10	58	13	25	2	3	0	0	4	11	1	13	5	61	7	27	16	294	26	294	55	3	3
5:Del:R:0	20	2	1	12	14	1	10	72	20	1	1	6	35	6	0	14	20	11	23	18	4	9	0	4	10	6	89	18	23	0	11	21	26	11	44	5	1	3	7	59	52	87	27	17	3	0	148	62	5	0	0	2	1	4	2	1	8	3	4	34	55	7	142	12	5	13	0	7	0	3	1	1	18	5	18	11	1	0	2	9	5	10	6	0	0	4	10	9	11	6	7	0	16	29	32	6	4	0	8	1
5:Del:R:1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	2	0	0	0	0	0	2	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
5:Del:R:2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
5:Del:R:4	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5:Del:R:5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:0	0	0	0	2	1	0	1	4	2	0	3	5	2	1	0	0	2	0	0	0	5	1	0	0	1	0	2	0	2	0	0	0	0	5	2	0	0	1	0	0	1	0	0	3	0	3	2	0	1	0	2	4	0	0	0	0	1	2	1	1	2	2	3	0	0	1	0	1	0	0	0	0	0	3	2	0	0	0	1	1	1	0	0	0	1	0	0	2	0	0	0	1	4	0	0	0	0	3	0	1
2:Ins:R:1	1	0	0	5	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0	2	1	0	1	0	0	0	2	3	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2:Ins:R:2	1	0	0	0	7	0	3	2	3	0	2	10	6	0	2	1	12	1	1	1	14	8	0	1	3	1	8	1	1	0	1	1	2	15	0	0	2	2	0	3	5	22	1	8	5	21	2	0	1	2	1	3	0	1	0	5	0	1	0	0	5	8	1	0	4	0	1	3	3	0	6	0	0	11	2	2	0	1	0	2	0	0	0	3	2	0	0	11	0	1	0	2	11	0	1	0	1	1	1	0
2:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:Ins:R:4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
2:Ins:R:5	0	2	2	1	1	2	3	4	1	0	2	1	5	0	0	1	1	1	5	1	0	2	2	0	16	0	2	1	0	2	2	1	0	2	6	1	4	4	1	0	0	5	6	2	2	0	2	1	3	2	0	2	0	2	2	0	1	2	1	0	1	1	6	0	4	1	7	1	1	0	1	0	1	0	6	1	0	2	1	5	0	1	0	2	0	1	1	3	1	6	1	1	1	3	0	0	0	3	4	3
3:Ins:R:0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3:Ins:R:1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3:Ins:R:3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:Ins:R:4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
3:Ins:R:5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4:Ins:R:0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4:Ins:R:1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1
4:Ins:R:2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
